NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
ERBB RECEPTOR SIGNALING NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB RECEPTOR SIGNALING NETWORK	15	15		
SIGNALING EVENTS MEDIATED BY HDAC CLASS II%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS II	34	34		
TGF-BETA RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TGF-BETA RECEPTOR SIGNALING	52	52		
ALPHAE BETA7 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHAE BETA7 INTEGRIN CELL SURFACE INTERACTIONS	3		Rejected!	
JNK SIGNALING IN THE CD4+ TCR PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%JNK SIGNALING IN THE CD4+ TCR PATHWAY	14		Rejected!	
ROLE OF CALCINEURIN-DEPENDENT NFAT SIGNALING IN LYMPHOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ROLE OF CALCINEURIN-DEPENDENT NFAT SIGNALING IN LYMPHOCYTES	52	52		
TCR SIGNALING IN NAIVE CD4+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TCR SIGNALING IN NAIVE CD4+ T CELLS	66	66		
VEGFR1 SPECIFIC SIGNALS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR1 SPECIFIC SIGNALS	27	27		
EGFR-DEPENDENT ENDOTHELIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EGFR-DEPENDENT ENDOTHELIN SIGNALING EVENTS	9		Rejected!	
HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HEDGEHOG SIGNALING EVENTS MEDIATED BY GLI PROTEINS	48	48		
INSULIN PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INSULIN PATHWAY	45	45		
PDGF RECEPTOR SIGNALING NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGF RECEPTOR SIGNALING NETWORK	6		Rejected!	
EPHA2 FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHA2 FORWARD SIGNALING	19	19		
ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING	103	103		
LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	29	29		
SIGNALING EVENTS MEDIATED BY PRL%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY PRL	23	23		
EPHRIN B REVERSE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHRIN B REVERSE SIGNALING	26	26		
VEGFR3 SIGNALING IN LYMPHATIC ENDOTHELIUM%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VEGFR3 SIGNALING IN LYMPHATIC ENDOTHELIUM	25	25		
ARF6 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF6 SIGNALING EVENTS	35	35		
P73 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P73 TRANSCRIPTION FACTOR NETWORK	79	79		
CXCR3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR3-MEDIATED SIGNALING EVENTS	38	38		
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS	27	27		
THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING	56	56		
A6B1 AND A6B4 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%A6B1 AND A6B4 INTEGRIN SIGNALING	45	45		
MTOR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%MTOR SIGNALING PATHWAY	66	66		
ALTERNATIVE NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALTERNATIVE NF-KAPPAB PATHWAY	6		Rejected!	
DIRECT P53 EFFECTORS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DIRECT P53 EFFECTORS	138	137		
LPA4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LPA4-MEDIATED SIGNALING EVENTS	15	15		
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	48	48		
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	31	31		
CD40 CD40L SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CD40 CD40L SIGNALING	36	36		
VALIDATED NUCLEAR ESTROGEN RECEPTOR BETA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR BETA NETWORK	15	15		
SIGNALING BY AURORA KINASES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING BY AURORA KINASES	3		Rejected!	
LKB1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LKB1 SIGNALING EVENTS	43	43		
EPHRINB-EPHB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHRINB-EPHB PATHWAY	6		Rejected!	
TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRK RECEPTOR SIGNALING MEDIATED BY THE MAPK PATHWAY	34	34		
TNF RECEPTOR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TNF RECEPTOR SIGNALING PATHWAY	46	46		
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	44	44		
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	70	70		
CXCR4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR4-MEDIATED SIGNALING EVENTS	84	84		
P38 SIGNALING MEDIATED BY MAPKAP KINASES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P38 SIGNALING MEDIATED BY MAPKAP KINASES	21	21		
PRESENILIN ACTION IN NOTCH AND WNT SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PRESENILIN ACTION IN NOTCH AND WNT SIGNALING	46	46		
VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS	54	54		
IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY	41	41		
ARF1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF1 PATHWAY	19	19		
IL1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL1-MEDIATED SIGNALING EVENTS	34	34		
GLUCOCORTICOID RECEPTOR REGULATORY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	82	82		
INTERNALIZATION OF ERBB1%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTERNALIZATION OF ERBB1	38	38		
E2F TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E2F TRANSCRIPTION FACTOR NETWORK	74	73		
CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY	23	23		
EPHRIN A REVERSE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHRIN A REVERSE SIGNALING	3		Rejected!	
TCR SIGNALING IN NAIVE CD8+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TCR SIGNALING IN NAIVE CD8+ T CELLS	53	53		
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	69	68		
REGULATION OF RETINOBLASTOMA PROTEIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RETINOBLASTOMA PROTEIN	65	65		
REGULATION OF CYTOPLASMIC AND NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF CYTOPLASMIC AND NUCLEAR SMAD2 3 SIGNALING	18	18		
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	66	66		
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	29	29		
TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	25	25		
RAPID GLUCOCORTICOID SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RAPID GLUCOCORTICOID SIGNALING	8		Rejected!	
SIGNALING EVENTS MEDIATED BY TCPTP%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY TCPTP	40	40		
BMP RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BMP RECEPTOR SIGNALING	41	41		
PAR4-MEDIATED THROMBIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PAR4-MEDIATED THROMBIN SIGNALING EVENTS	15	15		
HEDGEHOG%NETPATH%HEDGEHOG	22	20		
TCR%NETPATH%TCR	192	184		
BCR%NETPATH%BCR	88	86		
IL1%NETPATH%IL1	41	37		
IL2%NETPATH%IL2	61	60		
IL3%NETPATH%IL3	38	37		
IL4%NETPATH%IL4	39	39		
IL5%NETPATH%IL5	38	37		
IL6%NETPATH%IL6	58	55		
IL-7%NETPATH%IL-7	20	19		
ALPHA6BETA4INTEGRIN%NETPATH%ALPHA6BETA4INTEGRIN	59	55		
IL9%NETPATH%IL9	6		Rejected!	
RANKL%NETPATH%RANKL	19	18		
LEPTIN%NETPATH%LEPTIN	43	43		
TSH%NETPATH%TSH	20	18		
TSLP%NETPATH%TSLP	16	16		
FSH%NETPATH%FSH	6		Rejected!	
ANDROGENRECEPTOR%NETPATH%ANDROGENRECEPTOR	4		Rejected!	
NOTCH%NETPATH%NOTCH	47	46		
EGFR1%NETPATH%EGFR1	349		Rejected!	
ID%NETPATH%ID	20	20		
KITRECEPTOR%NETPATH%KITRECEPTOR	58	56		
TGF_BETA_RECEPTOR%NETPATH%TGF_BETA_RECEPTOR	120	114		
WNT%NETPATH%WNT	49	46		
TNFALPHA%NETPATH%TNFALPHA	172	166		
5-ARACHIDONYLGLYCEROL_BIOSYNTHESIS%PANTHER PATHWAY%P05726	7		Rejected!	
5HT1 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04373	34	34		
5HT2 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04374	41	41		
5HT4 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04376	18	18		
5-HYDROXYTRYPTAMINE BIOSYNTHESIS%PANTHER PATHWAY%P04371	3		Rejected!	
5-HYDROXYTRYPTAMINE DEGREDATION%PANTHER PATHWAY%P04372	18	18		
ACETATE UTILIZATION%PANTHER PATHWAY%P02722	3		Rejected!	
ADENINE AND HYPOXANTHINE SALVAGE PATHWAY%PANTHER PATHWAY%P02723	6		Rejected!	
ADRENALINE AND NORADRENALINE BIOSYNTHESIS%PANTHER PATHWAY%P00001	10		Rejected!	
ALANINE BIOSYNTHESIS%PANTHER PATHWAY%P02724	2		Rejected!	
ALLANTOIN DEGRADATION%PANTHER PATHWAY%P02725	1		Rejected!	
ALPHA ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00002	16	16		
ALZHEIMER DISEASE-AMYLOID SECRETASE PATHWAY%PANTHER PATHWAY%P00003	50	50		
ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004	86	86		
AMINOBUTYRATE DEGRADATION%PANTHER PATHWAY%P02726	1		Rejected!	
ANANDAMIDE_DEGRADATION%PANTHER PATHWAY%P05728	1		Rejected!	
ANDROGEN ESTROGENE PROGESTERONE BIOSYNTHESIS%PANTHER PATHWAY%P02727	9		Rejected!	
ANGIOGENESIS%PANTHER PATHWAY%P00005	148	148		
ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN%PANTHER PATHWAY%P05911	33	33		
APOPTOSIS SIGNALING PATHWAY%PANTHER PATHWAY%P00006	92	92		
ARGININE BIOSYNTHESIS%PANTHER PATHWAY%P02728	6		Rejected!	
ASCORBATE DEGRADATION%PANTHER PATHWAY%P02729	1		Rejected!	
ASPARAGINE AND ASPARTATE BIOSYNTHESIS%PANTHER PATHWAY%P02730	1		Rejected!	
ATP SYNTHESIS%PANTHER PATHWAY%P02721	2		Rejected!	
AXON GUIDANCE MEDIATED BY NETRIN%PANTHER PATHWAY%P00009	30	30		
AXON GUIDANCE MEDIATED BY SEMAPHORINS%PANTHER PATHWAY%P00007	19	19		
AXON GUIDANCE MEDIATED BY SLIT ROBO%PANTHER PATHWAY%P00008	18	18		
B CELL ACTIVATION%PANTHER PATHWAY%P00010	54	54		
BETA1 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04377	24	24		
BETA2 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04378	24	24		
BETA3 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04379	18	18		
BLOOD COAGULATION%PANTHER PATHWAY%P00011	32	32		
BUPROPION_DEGRADATION%PANTHER PATHWAY%P05729	1		Rejected!	
CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	137	136		
CARNITINE METABOLISM%PANTHER PATHWAY%P02733	1		Rejected!	
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	131	130		
CELL CYCLE%PANTHER PATHWAY%P00013	5		Rejected!	
CHOLESTEROL BIOSYNTHESIS%PANTHER PATHWAY%P00014	12		Rejected!	
CIRCADIAN CLOCK SYSTEM%PANTHER PATHWAY%P00015	9		Rejected!	
COENZYME A BIOSYNTHESIS%PANTHER PATHWAY%P02736	6		Rejected!	
COENZYME A LINKED CARNITINE METABOLISM%PANTHER PATHWAY%P02732	1		Rejected!	
CORTOCOTROPIN RELEASING FACTOR RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04380	22	22		
CYSTEINE BIOSYNTHESIS%PANTHER PATHWAY%P02737	1		Rejected!	
CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016	64	64		
DE NOVO PURINE BIOSYNTHESIS%PANTHER PATHWAY%P02738	26	26		
DE NOVO PYRIMIDINE DEOXYRIBONUCLEOTIDE BIOSYNTHESIS%PANTHER PATHWAY%P02739	12		Rejected!	
DE NOVO PYRIMIDINE RIBONUCLEOTIDES BIOSYTHESIS%PANTHER PATHWAY%P02740	10		Rejected!	
DNA REPLICATION%PANTHER PATHWAY%P00017	17	17		
PNAT%PANTHER PATHWAY%P05912	45	45		
EGF RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00018	88	88		
ENDOGENOUS_CANNABINOID_SIGNALING%PANTHER PATHWAY%P05730	23	23		
UNTITLED%PANTHER PATHWAY%P00019	59	59		
ENKEPHALIN RELEASE%PANTHER PATHWAY%P05913	33	33		
FAS SIGNALING PATHWAY%PANTHER PATHWAY%P00020	30	30		
FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021	68	68		
FLAVIN BIOSYNTHESIS%PANTHER PATHWAY%P02741	2		Rejected!	
FORMYLTETRAHYDROFORMATE BIOSYNTHESIS%PANTHER PATHWAY%P02743	6		Rejected!	
FRUCTOSE GALACTOSE METABOLISM%PANTHER PATHWAY%P02744	9		Rejected!	
GABA-B_RECEPTOR_II_SIGNALING%PANTHER PATHWAY%P05731	35	35		
GAMMA-AMINOBUTYRIC ACID SYNTHESIS%PANTHER PATHWAY%P04384	5		Rejected!	
GENERAL TRANSCRIPTION REGULATION%PANTHER PATHWAY%P00023	30	30		
GENERAL TRANSCRIPTION BY RNA POLYMERASE I%PANTHER PATHWAY%P00022	15	15		
GLUTAMINE GLUTAMATE CONVERSION%PANTHER PATHWAY%P02745	4		Rejected!	
GLYCOLYSIS%PANTHER PATHWAY%P00024	17	17		
UNTITLED%PANTHER PATHWAY%P06664	3		Rejected!	
HEDGEHOG SIGNALING PATHWAY%PANTHER PATHWAY%P00025	10		Rejected!	
HEME BIOSYNTHESIS%PANTHER PATHWAY%P02746	11		Rejected!	
HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-GI ALPHA AND GS ALPHA MEDIATED PATHWAY%PANTHER PATHWAY%P00026	123	123		
HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-GQ ALPHA AND GO ALPHA MEDIATED PATHWAY%PANTHER PATHWAY%P00027	87	87		
HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-ROD OUTER SEGMENT PHOTOTRANSDUCTION%PANTHER PATHWAY%P00028	30	30		
HISTAMINE H1 RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04385	41	41		
HISTAMINE H2 RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04386	24	24		
HISTAMINE SYNTHESIS%PANTHER PATHWAY%P04387	1		Rejected!	
HUNTINGTON DISEASE%PANTHER PATHWAY%P00029	98	98		
HYPOXIA RESPONSE VIA HIF ACTIVATION%PANTHER PATHWAY%P00030	14		Rejected!	
INFLAMMATION MEDIATED BY CHEMOKINE AND CYTOKINE SIGNALING PATHWAY%PANTHER PATHWAY%P00031	181	180		
INSULIN IGF PATHWAY-MITOGEN ACTIVATED PROTEIN KINASE KINASE MAP KINASE CASCADE%PANTHER PATHWAY%P00032	29	29		
INSULIN IGF PATHWAY-PROTEIN KINASE B SIGNALING CASCADE%PANTHER PATHWAY%P00033	22	22		
INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034	165	165		
INTERFERON-GAMMA SIGNALING PATHWAY%PANTHER PATHWAY%P00035	6		Rejected!	
INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036	85	85		
IONOTROPIC GLUTAMATE RECEPTOR PATHWAY%PANTHER PATHWAY%P00037	35	35		
ISOLEUCINE BIOSYNTHESIS%PANTHER PATHWAY%P02748	3		Rejected!	
JAK STAT SIGNALING PATHWAY%PANTHER PATHWAY%P00038	9		Rejected!	
LEUCINE BIOSYNTHESIS%PANTHER PATHWAY%P02749	2		Rejected!	
LIPOATE_BIOSYNTHESIS%PANTHER PATHWAY%P02750	1		Rejected!	
MANNOSE METABOLISM%PANTHER PATHWAY%P02752	6		Rejected!	
METABOTROPIC GLUTAMATE RECEPTOR GROUP III PATHWAY%PANTHER PATHWAY%P00039	65	65		
METABOTROPIC GLUTAMATE RECEPTOR GROUP II PATHWAY%PANTHER PATHWAY%P00040	42	42		
METABOTROPIC GLUTAMATE RECEPTOR GROUP I PATHWAY%PANTHER PATHWAY%P00041	23	23		
METHIONINE BIOSYNTHESIS%PANTHER PATHWAY%P02753	1		Rejected!	
METHYLCITRATE CYCLE%PANTHER PATHWAY%P02754	2		Rejected!	
METHYLMALONYL PATHWAY%PANTHER PATHWAY%P02755	4		Rejected!	
MRNA SPLICING%PANTHER PATHWAY%P00058	6		Rejected!	
MUSCARINIC ACETYLCHOLINE RECEPTOR 1 AND 3 SIGNALING PATHWAY%PANTHER PATHWAY%P00042	42	42		
MUSCARINIC ACETYLCHOLINE RECEPTOR 2 AND 4 SIGNALING PATHWAY%PANTHER PATHWAY%P00043	37	37		
N-ACETYLGLUCOSAMINE METABOLISM%PANTHER PATHWAY%P02756	6		Rejected!	
NICOTINE_DEGRADATION%PANTHER PATHWAY%P05914	9		Rejected!	
NICOTINE PHARMACODYNAMICS PATHWAY%PANTHER PATHWAY%P06587	26	26		
NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044	0		Rejected!	
NOTCH SIGNALING PATHWAY%PANTHER PATHWAY%P00045	15		Rejected!	
O-ANTIGEN BIOSYNTHESIS%PANTHER PATHWAY%P02757	3		Rejected!	
UNTITLED%PANTHER PATHWAY%P05916	24	24		
OPIOID PROENKEPHALIN PATHWAY%PANTHER PATHWAY%P05915	22	22		
OPIOID PROOPIOMELANOCORTIN PATHWAY%PANTHER PATHWAY%P05917	22	22		
ORNITHINE DEGRADATION%PANTHER PATHWAY%P02758	3		Rejected!	
OXIDATIVE STRESS RESPONSE%PANTHER PATHWAY%P00046	22	22		
OXYTOCIN RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04391	38	38		
P38 MAPK PATHWAY%PANTHER PATHWAY%P05918	28	27		
P53 PATHWAY BY GLUCOSE DEPRIVATION%PANTHER PATHWAY%P04397	20	20		
P53 PATHWAY FEEDBACK LOOPS 1%PANTHER PATHWAY%P04392	6		Rejected!	
P53 PATHWAY FEEDBACK LOOPS 2%PANTHER PATHWAY%P04398	40	40		
P53 PATHWAY%PANTHER PATHWAY%P00059	43	43		
PARKINSON DISEASE%PANTHER PATHWAY%P00049	47	47		
PDGF SIGNALING PATHWAY%PANTHER PATHWAY%P00047	125	125		
PENTOSE PHOSPHATE PATHWAY%PANTHER PATHWAY%P02762	8		Rejected!	
PHENYLETHYLAMINE DEGRADATION%PANTHER PATHWAY%P02766	3		Rejected!	
PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048	39	39		
PLASMINOGEN ACTIVATING CASCADE%PANTHER PATHWAY%P00050	15	15		
PURINE METABOLISM%PANTHER PATHWAY%P02769	4		Rejected!	
PYRIDOXAL-5-PHOSPHATE BIOSYNTHESIS%PANTHER PATHWAY%P02759	2		Rejected!	
PYRIDOXAL PHOSPHATE SALVAGE PATHWAY%PANTHER PATHWAY%P02770	2		Rejected!	
PYRIMIDINE METABOLISM%PANTHER PATHWAY%P02771	10		Rejected!	
PYRUVATE METABOLISM%PANTHER PATHWAY%P02772	10		Rejected!	
RAS PATHWAY%PANTHER PATHWAY%P04393	69	69		
S-ADENOSYLMETHIONINE BIOSYNTHESIS%PANTHER PATHWAY%P02773	3		Rejected!	
SALVAGE PYRIMIDINE DEOXYRIBONUCLEOTIDES%PANTHER PATHWAY%P02774	3		Rejected!	
SALVAGE PYRIMIDINE RIBONUCLEOTIDES%PANTHER PATHWAY%P02775	10		Rejected!	
SERINE GLYCINE BIOSYNTHESIS%PANTHER PATHWAY%P02776	3		Rejected!	
SUCCINATE TO PROPRIONATE CONVERSION%PANTHER PATHWAY%P02777	3		Rejected!	
SYNAPTIC_VESICLE_TRAFFICKING%PANTHER PATHWAY%P05734	20	20		
TCA CYCLE%PANTHER PATHWAY%P00051	10		Rejected!	
T CELL ACTIVATION%PANTHER PATHWAY%P00053	60	60		
TETRAHYDROFOLATE BIOSYNTHESIS%PANTHER PATHWAY%P02742	5		Rejected!	
TGF-BETA SIGNALING PATHWAY%PANTHER PATHWAY%P00052	85	85		
THIAMINE METABOLISM%PANTHER PATHWAY%P02780	2		Rejected!	
THREONINE BIOSYNTHESIS%PANTHER PATHWAY%P02781	1		Rejected!	
THYROTROPIN-RELEASING HORMONE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04394	56	56		
TOLL RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00054	37	37		
TRANSCRIPTION REGULATION BY BZIP TRANSCRIPTION FACTOR%PANTHER PATHWAY%P00055	47	47		
TRIACYLGLYCEROL METABOLISM%PANTHER PATHWAY%P02782	2		Rejected!	
UBIQUITIN PROTEASOME PATHWAY%PANTHER PATHWAY%P00060	27	26		
VALINE BIOSYNTHESIS%PANTHER PATHWAY%P02785	3		Rejected!	
VASOPRESSIN SYNTHESIS%PANTHER PATHWAY%P04395	2		Rejected!	
VEGF SIGNALING PATHWAY%PANTHER PATHWAY%P00056	61	61		
VITAMIN B6 METABOLISM%PANTHER PATHWAY%P02787	3		Rejected!	
VITAMIN D METABOLISM AND PATHWAY%PANTHER PATHWAY%P04396	5		Rejected!	
WNT SIGNALING PATHWAY%PANTHER PATHWAY%P00057	245		Rejected!	
XANTHINE AND GUANINE SALVAGE PATHWAY%PANTHER PATHWAY%P02788	4		Rejected!	
ALANINE METABOLISM%SMPDB%SMP0000055	5		Rejected!	
ASPARTATE METABOLISM%SMPDB%SMP0000067	14		Rejected!	
GLUTAMATE METABOLISM%PATHWHIZ%PW000003	22	21		
GLUTATHIONE METABOLISM%SMPDB%SMP0000015	11		Rejected!	
CITRIC ACID CYCLE%SMPDB%SMP0000057	21	21		
ALPHA LINOLENIC ACID AND LINOLEIC ACID METABOLISM%PATHWHIZ%PW000006	5		Rejected!	
SELENOAMINO ACID METABOLISM%PATHWHIZ%PW000007	12		Rejected!	
AMINO SUGAR METABOLISM%PATHWHIZ%PW000008	17	17		
AMMONIA RECYCLING%PATHWHIZ%PW000009	12		Rejected!	
ARGININE AND PROLINE METABOLISM%SMPDB%SMP0000020	20	20		
BETA-ALANINE METABOLISM%SMPDB%SMP0000007	9		Rejected!	
BETAINE METABOLISM%SMPDB%SMP0000123	8		Rejected!	
BIOTIN METABOLISM%SMPDB%SMP0000066	4		Rejected!	
BUTYRATE METABOLISM%PATHWHIZ%PW000014	7		Rejected!	
CAFFEINE METABOLISM%SMPDB%SMP0000028	8		Rejected!	
CARNITINE SYNTHESIS%SMPDB%SMP0000465	5		Rejected!	
CATECHOLAMINE BIOSYNTHESIS%SMPDB%SMP0000012	3		Rejected!	
CYSTEINE METABOLISM%PATHWHIZ%PW000018	9		Rejected!	
D-ARGININE AND D-ORNITHINE METABOLISM%PATHWHIZ%PW000019	1		Rejected!	
DEGRADATION OF SUPEROXIDES%PATHWHIZ%PW000020	5		Rejected!	
ETHANOL DEGRADATION%PATHWHIZ%PW000021	7		Rejected!	
FATTY ACID ELONGATION IN MITOCHONDRIA%SMPDB%SMP0000054	7		Rejected!	
FATTY ACID METABOLISM%PATHWHIZ%PW000023	14		Rejected!	
